"nombreLugar","networkIp","cidr","wanIp","wanCidr","wanIp1","wanIp2","wanBroadcast","enlace"
"Ideas Gloris S.A. Oficentro Tecnol¿gico CODISA
CONTACTO: H¿ctor Rosales o Javier C¿spedes 
TEL: 22971037","172.38.0.0","16","192.168.54.124","30","","","","17305521"
"En el Ebais de Paramo, Frente a la Escuela Gustavo Agüero Barrantes; en Perez Zeledon.","10.130.82.0","24","192.168.54.128","30","","","","17302188"
"Lim?n, Siquirres, Barrio Betania, de la Escuela Tobias Baglio, 100 metros sur, nuevo local EBAIS de Betania ","10.50.123.0","24","192.168.54.148","30","","","","17321112"
"ATENAS EBAIS DE BALSA. CONTACTO EN SITIO JEFFREY ALVARADO CASTRO TEL 24465522","10.70.225.0","24","192.168.54.152","30","","","","17398590"
"Heredia, del Gimnasio del Liceo de Heredia 450 metros al oeste, edificio de tres plantas a mano derecha, color gris. Contacto Mauricio Calder¿n Moreno Tels.   2855-5407 / 6143-8146 ","10.70.226.0","24","192.168.54.156","30","","","","17394841"
"PUNTARENAS, LEPANTO, CONTIGUO AL CEN DE CORAZAL, EN EL EBAIS COROZAL SAN BLAS","10.90.177.0","24","192.168.54.16","30","","","","17399971"
"ALAJUELA, SAN RAMÓN, VOLIO, Costado Sur escuela Julián Volio, EBAIS DE VOLIO CONTACTO EN SITIO Luis Carlos Vásquez Rojas CEL 84408784","10.70.227.0","24","192.168.54.160","30","","","","17370341"
"Puntarenas, Cant?n: Golfito; Distrito: Pav?n; Otras Se?as: Reserva Ind?gena Comte Burica, comunidad de Alto Comte, contiguo a la escuela.","10.130.83.0","24","192.168.54.164","30","","","","17390600"
"TORRE DON BOSCO BLOQUE B, OFICINAS DONDE SE TRASLADARA LA CCSS, ANTIGUAS OFICINAS DE HACIENDA
","10.24.0.0","16","192.168.54.168","30","","","","17394291"
"100 metros al noroeste del Parque de Santa Rosa, Pocosol San Carlos, unidad Administrativa de la CCSS, contacto en sitio Georginella Baldi ","10.50.124.0","24","192.168.54.172","30","","","","17399031"
"En Edificio de Nueva Sede Administrativa del Area de Salud Oreamuno Pacayas Tierra Blanca, del Banco Nacional de San Rafael de Oreamuno 50 metros Sur y 50 metros Oeste.
","10.142.8.0","24","192.168.54.176","30","","","","17388991"
"PUNTARENAS, BARRANCA, SAN MIGUEL, DE LA IGLESIA CATOLICA 100 OESTE, EN EL CONSULTORIO COMUNAL. CONTACTO EN SITIO ANA SILVA CASTRO TEL. 6147-7435 HORARIO DE LUNES A VIERNES DE 7:00 A.M A 12:00 M.","10.70.228.0","24","192.168.54.180","30","","","","17386421"
"En edificio de nueva Sede  San Vicente 2. Moravia, San Vicente, del Megasuper 100 metros al norte frente al
colegio Maria Inmaculada, calle 69.
","10.142.9.0","24","192.168.54.184","30","","","","17300575"
"PUNTARENAS CHACARITA CIUDADEAL FRAY CASIANO, BARRIO SANTA EDUVIGES 100 OESTE DE LA IGLESIA CATOLICA JULIO MOSCOSO 89622623                                                                  ","10.90.183.0","24","192.168.54.188","30","","","","17367621"
"ALAJUELA, LOS CHILES, EN EL AREA DE SALUD DE LOS CHILES, CCSS","10.150.64.0","24","192.168.54.192","30","","","","17391601"
"ALAJUELA, OROTINA, NUEVA SANTA RITA, COSTADO NORTE DE LA PLAZA DE DEPORTES, CONTIGUO AL SALON COMUNAL, EBAIS SANTA RITA","10.90.178.0","24","192.168.54.20","30","","","","17399871"
"Limon, Pocci,Contiguo a la iglesia Cat¿lica, edificio en construcci¿n, a un costado de la plaza p¿blica y antigua Delegaci¿n de Polic¿a. Nuevo Ebais de San Rafael de Guapiles ","10.50.125.0","24","192.168.54.204","30","","","","17322412"
"PUESTA DE VISITA PERIODICA DE SABANA GRANDE NICOYA, EDIFICIO NUEVO CONTACTOS
Sandra Abad?a: 2685-5566
Sergio Barahona: 8826-5380","10.30.128.0","24","192.168.54.224","30","","","","17321131"
"Paraiso, Cartago,  Del Gimnasio Escuela Goicoechea, 100 Sur, 25 Este.","10.142.10.0","24","192.168.54.228","30","","","","17373421"
"LIMON, SIQUIRRES, CCSS PUESTO DE VISITA PERIODICA EN LA FLORIDA DE SIQUIRRES. CONTACTO KRICIA VALVERDE RODRIGUEZ TEL 27984206","10.50.126.0","24","192.168.54.232","30","","","","17320562"
"Alajuela, San Ram¿n, San juan, 100 mts Sur de Maxi Pal¿, en San Ram¿n de Alajuela. Contiguo a repuestos CHOICA en Rehabilitaci¿n y Validaci¿n del Hospital San Ram¿n","10.70.231.0","24","192.168.54.236","30","","","","17300692"
"PUNTARENAS, OSA, PALMAR, COSTA ESTE DE LA ESCULE APALMAR SUR, NUEVO EBAIS DE PALMAR CONTACTO DANIEL MATAMOROS 87024873","10.130.85.0","24","192.168.54.240","30","","","","17324981"
"San Jos?, P?rez Zeled?n, San Isidro, 50 metros al oeste de la Bomba Fersol. Nuevo Ebais de el Llano, contacto en sitio Karla Elizondo Cordero tel 8410-4882","10.130.86.0","24","192.168.54.244","30","","","","17373811"
"ALAJUELA POAS, SAN JUAN 150 NE DE LA IGLESIA CATOLICA DE SAN JUAN SUR.
CONTACTO Ronald Villalobos Mej?a  /  Mabel Quesada Porras TEL 2448-3727","10.70.232.0","24","192.168.54.248","30","","","","17374781"
"Alajuela, Grecia, San Isidro, El Mes¿n,  250 metros oeste de la plaza de deportes, contiguo a gimnasio comunal de El Mes¿n.CONTACTO JEFFREY CASTRO HERRERA TEL. 88079577","10.70.233.0","24","192.168.54.252","30","","","","17373521"
"DE LA CRUZ ROJA DE SAN RAFAEL DE ALAJUELA, 600 0ESTE ANTIGUO PROSALUD, OFICINAS ADMINISTRATIVAS DEL AREA DE SALUD DE ALAJUELA SUR, CCSS","10.70.222.0","24","192.168.54.36","30","","","","17381961"
"CL¿NICA ALFREDO VOLIO CARTAGO, Diagonal a la esquina noreste del Hospital Max Peralta","10.42.252.0","24","192.168.54.4","30","","","","17382431"
"Puntarenas, Buenos Aires, 50 metros sur de la Escuela Santa Cruz, en el Ebais Santa Cruz.","10.30.106.0","24","192.168.54.40","30","","","","17383261"
"Puntarenas, Corredores, la Cuesta, 50mts oeste de la Cl¿nica, locales comerciales CHU YUK CHEN, en la Sucursal de la CCSS","10.13.14.0","24","192.168.54.44","30","","","","17365991"
"San José, La Uruca, de la entrada principal del CENARE 75 m este, mano derecha. Edificio 2 plantas portón gris.Gastroenterología y Cirugía Recosntructiva del Hospital México","10.16.32.0","24","192.168.54.48","30","","","","17327611"
"Coto Brus, San Vito, 100 metros oeste de la escuela María Auxiliadora, frente al Colono Construcción.","10.13.16.0","24","192.168.54.52","30","","","","17364861"
"EDIFICIO ANEXO DE LA CCSS GENARO VALVERDE, ENTRE AVENIDAS 2 Y 4, COSTADO NORTE DE LA PLAZA DE LAS GARANTÍAS SOCIALES","192.168.65.56","30","192.168.54.56","30","","","","17302034"
"EDIF ADMINISTRATIVO DEL AS PARA¿SO CERVANTES, En el nuevo edificio administrativo del ¿rea Salud Para¿so Cervantes, 150 m Este y 25 Sur de la Cl¿nica de Para¿so, edificio de 3 pisos de ladrillo","10.142.1.0","24","192.168.54.60","30","","","","17365851"
"En el nuevo edificio de Odontolog¿a del AS Cartago. 150 metros sur del CUC (Colegio Universitario de Cartago), Complejo Salud y forma, edificio color naranja. tELEFONO DEL CONTACTO 72257372","10.142.2.0","24","192.168.54.64","30","","","","17383751"
"Puesto de Visita Peri¿dica de San Juan de Grecia, en la comunidad de San Juan de Grecia.","10.70.224.0","24","192.168.54.72","30","","","","17367141"
"San Jos¿, Frente a la entrada de emergencias del Hospital de las Mujeres ( Maternidad Carit)","10.142.3.0","24","192.168.54.76","30","","","","17384891"
"Puntarenas, Corredores, Paso Canoas Diagonal a antiguo Servicentro Paso Canoas. Edifico nuevo del Ebais de Paso Canoas y el Ebais de Colorado","10.130.81.0","24","192.168.54.80","30","","","","17384181"
"San jos¿, Carara, Turrubares, Contiguo a la oficina de la Fuerza P¿blica. Aproximadamente 10 km de T¿rcoles, Puesto de Salud de Bijagual.","10.90.124.0","24","192.168.54.84","30","","","","17301562"
"HOSPITAL CLINICA LA CATOLICA, SERVICIO DE LA CCSS PARA QUIROFANOS. CONTACTO EN SITIO, FELICIA CERDAS TEL 87463700 / 22463224
CONTACTO CCSS JORGE CONTRERAS TEL 25390461 / 85690983","10.70.234.0","24","192.168.55.0","30","","","","17378150"
"PUNTARENAS, ESPARZA, MACACONA, PUESTO DE VISITA SANTA MARTA","10.90.192.0","24","192.168.55.12","30","","","","17317902"
"CARTAGO, LA UNION, SAN JUAN, DEL SUPERMERCADO PASOCA 200 SUR EN EL EBAIS VILLAS DE AYARCO, PERTENECE A LA UNIBE. DEL TEMPLO CATOLICO DE VILLAS DE AYARCO 100 ESTE","10.142.49.0","24","192.168.55.120","30","","","","17300956"
"Cartago, La Uni¿n, San Diego, costado este de la Plaza de Deportes de San Diego, EN EL EBAIS SAN DIEGO 9 Y 10, COORDINAR DE PREVIO CON FREDDY BARBOZA AL TEL 83131844  O ESTEBAN REYES AL 83438478","10.142.51.0","24","192.168.55.124","30","","","","17372991"
"CARTAGO, LA UNION, 250 m Oeste de la Iglesia Cat¿lica de San Diego. EL EBAIS SAN JUAN-MONTUFAR, COORDINAR DE PREVIO ACCESO CON FREDDY BARBOZA AL TEL 83131844 O ESTEBAN REYES AL 83438478 ","10.142.53.0","24","192.168.55.128","30","","","","17371601"
"CARTAGO, LA UNION, CONCEPCION, BARRIO LOS ANGELES CONTIGUO AL SALON COMUNAL, EN EL EBAIS CONCEPCION OESTE, COORDINAR DE PREVIO ACCESO CON FREDDY BARBOZA AL TEL 83131844 O ESTEBAN REYES AL 83438478 ","10.142.55.0","24","192.168.55.132","30","","","","17382991"
"CARTAGO, LA UNION, CONCEPCION, De la entrada principal del Colegio biling¿e Victoria 400 metros norte y 150 metros este. En el EBAIS de Concepci¿n Este
","10.142.57.0","24","192.168.55.136","30","","","","17300955"
"SAN JOSE, DE LA TORRE EN CONSTRUCCION DEL HOSPITAL CALDERON GUARDIA 50 NORTE, SOBRE LA ACERA OESTE EN EDIFICIO MELODIAS IMPORTACIONES.","10.142.63.0","24","192.168.55.148","30","","","","17385081"
"Sede de Visita Peri¿dica Ca¿aza, ¿rea de Salud Golfito. Ubicada en Ca¿aza, Puerto Jim¿nez, Golfito","10.130.87.0","24","192.168.55.152","30","","","","17396581"
"HEREDIA, SAN ISIDRO DEL SERVICENTRO ECOLOGICO EL LABRADOR 100 OESTE Y 400 SUR, EDIFICIO NUEVO SEDE AREA DE SAN ISIDRO CONTACTOS CCSS JOSELYN OVARES 88269450 Y CARLOS ORTIZ 89179977","10.170.0.0","16","192.168.55.16","30","","","","17380221"
"AS DE HOJANCHA EBAIS MONTE ROMO, CONSTACTO EN SITIO RANDALL ALVARADO MENDEZ TEL 87016701","10.30.130.0","24","192.168.55.180","30","","","","17368881"
"Hojancha, frente a la plaza de deportes de Matambu, Reserva Ind¿gena de Matambu del AS Hojancha
","10.30.131.0","24","192.168.55.184","30","","","","17373361"
"UNIDAD DE PSQUIATRIA INFANTIL DEL HOSPITAL CALDERON GUARDIA, DETR¿S DE LA CASA AMARILLA SAN JOSE","10.16.35.0","24","192.168.55.192","30","","","","17382471"
"Lavander?a Zeled?n de la entrada de la morgue del  Hosp. San Juan de Dios 75 oeste y 75 sur.","10.16.6.0","24","192.168.55.20","30","","","","17300949"
"Ebais de Llano Grande ,edifico nuevo, 100 norte, y de la esquina  del CENCINAI, 25 metros  Este primera alameda, antes de salir a la calle principal,primera casa color crema, muro color caf?, Cartago","10.142.64.0","24","192.168.55.200","30","","","","17377401"
"SAN JOSE, LA URUCA 400 ESTE DE MIGRACION EN BODEGAS ARCHIVO PASIVO DEL HOSPITAL MEXICO","10.16.36.0","24","192.168.55.204","30","","","","17324591"
"Heredia, Santo Domingo, Paracito, frente a la Iglesia Catolica (antiguo edificio Coopesantarrosa), aproximadamente a 250m de la actual sede","10.142.69.0","24","192.168.55.208","30","","","","17398070"
"GUANACASTE NICOYA PUESTO DE VISITA PERIODICA COPAL, CONTACTO DOUGLAS MARIN TEL 60441326","10.30.134.0","24","192.168.55.212","30","","","","17382551"
"SEDE ADMINISTRATIVA, PINARES DE LA ESTACION DE SERVICIO LA GALERA 100 NORTE Y 50 OESTE OFICENTRO CURRIDABAT COORDINAR DE PREVIO ACCESO CON FREDDY BARBOZA AL TEL 83131844 O ESTEBAN ","10.143.0.0","16","192.168.55.216","30","","","","17300969"
"UPALA, PUESTO DE VISITA PERIODICA DE BRASILIA. CONTACTO JORGE ROJAS TELES 24800032 / 84080092","10.30.133.0","24","192.168.55.220","30","","","","17392950"
"CASA DE VISITA PERIODICA DE PE¿AS BLANCAS, PEREZ ZELEDON CONTACTO KARLA ELIZONDO TEL 84104882","10.130.89.0","24","192.168.55.240","30","","","","17398171"
"GUANACASTE NICOYA, PUESTO DE VISITA PERIODICA MORACIA, CONTACTO DOUGLAS MARIN TEL 60441326","10.30.135.0","24","192.168.55.248","30","","","","17343630"
"ALAJUELA 100 OESTE  DE LA IGLESIA EL TANQUE LA FORTUNA, EBAIS LOS ANGLES RUTA 142 CONTACTO JIMMY ORTIZ 8400-8168","10.150.65.0","24","192.168.55.252","30","","","","17309920"
"Heredia, Santa Barbara del costado suroeste del parque 400 sur y 300 oeste Cl¿nica nueva de Santa Barbara ","10.172.0.0","16","192.168.55.28","30","","","","17377200"
"Guadalupe Goicoechea, del Cruce Moravia Guadalupe 150 m norte junto al restaurante McDonald. En nuevo edificio de farmacia
","10.142.12.0","24","192.168.55.32","30","","","","17300943"
"GARABITO, JAC¿ EN EL CENTRO CIVICO DE JAC¿","10.90.193.0","24","192.168.55.36","30","","","","17300510"
"Cartago, Avenidas 4 y 6, calle 0 Hospital de D¿a Cartago. De la entrada norte del Hospital Max Peralta, 150 este y 50 norte.","10.142.13.0","24","192.168.55.40","30","","","","17370691"
"ALAJUELA, SAN MATEO, COSTADO SUR DE LA PLAZA DE JESUS MARIA, CONTIGUO AL REDONDEL, EN EL EBAIS JESUS MAR?A","10.70.235.0","24","192.168.55.44","30","","","","17372891"
"HOSPITAL DE HEREDIA SAN VICENTE DE PAUL
","10.76.0.0","16","192.168.55.48","30","","","","17337321"
"SAN JOSE, CURRIDABAT, DIAGONAL A FERRETER¿A EL BUEN PRECIO. VENTANAS CUBIERTAS CON BOLSAS NEGRAS","10.142.17.0","24","192.168.55.56","30","","","","17300965"
"SAN JOSE, CURRIDABAT, EBAIS JOSE MARIA ZELEDON, PERTENECE A LA UNIBE, DEL SUPERMERCADO CRISTAL 200 OESTE, URB LOS FAROLES.","10.142.19.0","24","192.168.55.60","30","","","","17300967"
"SAN JOSE, CURRIDABAT, DEL LICEO DE CURRIDABAT 200 OESTE., EN EL EBAIS DE HACIENDA VIEJA, PERTENECE A LA UNIBE.","10.142.21.0","24","192.168.55.64","30","","","","17300958"
"SAN JOSE, CURRIDABAT, GRANADILLA, DEL TALLER WABE, 2KM ESTE, URB. EL GALLITO, EN EL EBAIS GRANADILLA, PERTENECE A LA UNIBE. DEL PALI DE GRANADILLA 50 OESTE Y 200SUR","10.142.23.0","24","192.168.55.68","30","","","","17300968"
"SAN JOSE, CURRIDABAT, TIRRASES, CONTIGUO AL INA DE TIRRASES, EN EL EBAIS TIRRASES, PERTENECE A LA UNIBE","10.142.25.0","24","192.168.55.72","30","","","","17382741"
"PUNTARENAS, ESPARZA, SAN RAFAEL, PUESTO DE VISITA BARON","10.90.191.0","24","192.168.55.8","30","","","","17302534"
"SEDE SABANILLA, MONTES DE OCA 450 OESTE DEL PARQUE DE SABANILLA ","10.142.35.0","24","192.168.55.92","30","","","","17385801"
"SAN JOSE, MONTES DE OCA, LOURDES 100 metros NE de la Universidad Latina. PERTENECE A LA UNIBE","10.142.37.0","24","192.168.55.96","30","","","","17300689"
"Alajuela, Sarchí, San Pedro, San José de Trojas, junto al salón comunal de Trojas diagonal al templo católico","10.70.252.0","24","192.168.56.0","30","","","","17313760"
"Diagonal a la Escuela P¿blica de Lagunillas, Orotina, La Ceiba Puntarenas. CONTACTO EN SITIO Dr. Alvaro Solano Brice¿o (88972813 PUESTO DE VISITA DE LAGUNILLAS","10.90.194.0","24","192.168.57.0","30","","","","17339670"
"Cartago, 100 metros al oeste del Servicio de Rayos X Hospital Maximiliano Peralta Jimenez, frente a Soda Manjares Original.Contacto en sitio Jos? G?mez Chac?n tel 25501975","10.142.70.0","24","192.168.57.12","30","","","","17376711"
"San Jos¿, Moravia, Edificio situado a 25 metros del ¿rea de Salud de Moravia.
CONTACTO EN SITIO IGNACIO REYES TEL 88684529
","10.142.71.0","24","192.168.57.16","30","","","","17300483"
"Guanacaste, Tilar¿n, Parcelas de Quebrada Azul, Frente a la Asada de la comunidad en el Puesto de Visita Peri¿dica de la CCSS","10.30.136.0","24","192.168.57.20","30","","","","17369351"
"Grecia frente a la Oficina de Correos de Costa Rica, Farmacia del ¿rea de Salud de Grecia, CONTACTO Roberto Castro Lizano,  al tel¿fono 7102-5547.","10.70.239.0","24","192.168.57.24","30","","","","17378981"
"LIMON, FRENTE A LAS OFICINAS DE SELDECA CAMINO A TAJAMAR (LOS BA¿OS LIMON CENTRO), CASA MEDICA EN REMODELACION CONTACTO JAIRO CISNEROS CHING TEL 88127361 ","10.50.128.0","24","192.168.57.28","30","","","","17382121"
"Alajuela, San Rafael de la iglesia cat¿lica de San Rafael 800 metros oeste frente a iglesia testigos de Jehov¿. Contacto en sitio Jos¿ Alberto Dur¿n Piedra tel 8875-1826","10.70.237.0","24","192.168.57.4","30","","","","17300173"
"SABANA NORTE EDIFICIO OCEANO, DEL HOTEL PALMA REAL 200 ESTE CONTACTO EN SITIO JESUS ARCE TEL 89148012 COORDINAR DE PREVIO LA VISITA PARA QUE SEAN ATENDIDOS","10.129.0.0","16","192.168.57.44","30","","","","17300230"
"Alajuela, Grecia, Direcci¿n exacta
Cl¿nica del Dolor y Cuidados Paliativos,  Calle Carmona.
","10.70.238.0","24","192.168.57.8","30","","","","17344991"
"Guanacaste, Liberia, Costado Sur de la plaza Rodr¿guez. 75 mts al Oeste del Supermercado El Econ¿mico Barrio Moracia. Contacto en sitio Erick Cascante Villagra tel 88288568","10.30.137.0","24","192.168.7.0","30","","","","17300410"
"PUNTARENAS, ESPARZA, ESPIRITU SANTO, CONTIGUO A LA SUCURSAL FINANCIERA DE LA CCSS","10.30.160.0","24","192.168.7.100","30","","","","17300136"
"ABANGARES,SAN JUAN PUESTO DE VISITA PERIODICA LOURDES, EN LOURDES","10.30.162.0","24","192.168.7.108","30","","","","17313270"
"GUANACASTE, ABANGARES, PUESTO DE SALUD DE POZO AZUL","10.30.163.0","24","192.168.7.112","30","","","","17313317"
"ABANGARES,PVP San Joaquín: 200 m este de la escuela, distrito Colorado ","10.30.164.0","24","192.168.7.116","30","","","","17312415"
"Guanacaste, Barrio Uni¿n de Ca¿as, de la Iglesia cat¿lica 100 S, 200 O. Ubicaci¿n ubicacion es : 10.428391977870314, -85.10237454286526 Contacto en sitio Miguel 86922644","10.30.139.0","24","192.168.7.12","30","","","","17300416"
"Puesto de Visita Periódica Río Chiquito, Contiguo a la Escuela de Río Chiquito, Tilarán, Guanacaste.","10.30.166.0","24","192.168.7.124","30","","","","17300036"
"Ebais Buena vista de Liberia coordenadas 10°44'53.6"", 85°28'17.6"": ","10.30.167.0","24","192.168.7.128","30","","","","17301147"
"ALAJUELA, UPALA, SAN JOSE PUESTO DE VISITA PERIODICA EL PROGRESO","10.30.168.0","24","192.168.7.132","30","","","","17300482"
"Alajuela, Upala, Yolillal, San Isidro, 50 metros norte de la delegación de Fuerza Publica.","10.30.169.0","24","192.168.7.136","30","","","","17311945"
"GUANACASTE, NICOYA LA ESPERANZA DE JUAN DIAZ, COSTA ESTE DE LA PLAZA DE DEPORTES","10.30.170.0","24","192.168.7.140","30","","","","17312313"
"GUANACASTE, NICOYA, JUAN DIAZ, COSTADO SUR DE LA PLAZA DE DEPORTES","10.30.171.0","24","192.168.7.144","30","","","","17312569"
"PVP HATILLO, GUANACASTE, SANTA CRUZ, VEITISIETE DE ABRIL, HATILLO DIAGONAL A LA IGLESIA CATOLICA","10.30.33.0","24","192.168.7.148","30","","","","17313704"
"PVP SAN JUANILLO, GUANACASTE, SANTA CRUZ, CUAJINIQUIL, 25 SUR DE LA ESCUELA SAN JUANILLO","10.30.165.0","24","192.168.7.152","30","","","","17301217"
"NICOYA, BARRA HONDA, PVP BARRA HONDA","10.30.174.0","24","192.168.7.156","30","","","","17301162"
"Guanacaste, Liberia, Guadalupe de Liberia, Gte, de la escuela p¿blica 50m Sur en la Sede de Ebias de Guadalupe, contacto en sitio Mario, maestro de obras del sitio: 6486-4015","10.30.140.0","24","192.168.7.16","30","","","","17302954"
"GUANACASTE, NICOYA, POZO DE AGUA, De la plaza de deportes 100 mtrs Oeste TEL CELULAR DEL CONTACTO 83365862","10.30.175.0","24","192.168.7.164","30","","","","17300498"
"uesto de Visita Periódica El Dos (San Ramón), 75 mts sur de la Iglesia Católica El Dos, Tilarán, Guanacaste.","10.30.176.0","24","192.168.7.168","30","","","","17312648"
"ABANGARES,PVP San Juan: 50 metros este de la Plaza de futbol, distrito San Juan ","10.30.180.0","24","192.168.7.184","30","","","","17313210"
"PUNTARENAS, CHOMES, 300 OESTE DE LA ESCUELA DE COSTA PAJAROS Y 100 NORTE DEL SUPER RODRIGUEZ. PVP DE COSTA DE PAJAROS. CONTACTO ALVARO SOTO BASTOS TEL 88783644 / 26388080","10.30.181.0","24","192.168.7.188","30","","","","17312225"
"PUNTARENAS, BUENOS AIRES, POTRERO GRANDE, TERRABA, PVP DE TERRABA","10.30.182.0","24","192.168.7.192","30","","","","17300500"
"25 METROS ESTE Y 75 NORTE DE LA PULPERIA EFRATA MORALES 1 EN EL PUESTO DE VISITA PERDIODICA DE MORALES","10.34.181.0","24","192.168.7.196","30","","","","17312525"
"Guanacaste, Playas del coco, Carrillo, Gte, del restaurante Mar y Tierra, 80 m Sur, 100 Este, contacto en sitio Rafa, maestro de obras del sitio: 8546-4015","10.30.141.0","24","192.168.7.20","30","","","","17300612"
"GUANACASTE, NICOYA, GARZA COSTADO OESTE DE LA PLAZA DE DEPORTES","10.30.172.0","24","192.168.7.200","30","","","","17312245"
"Puesto de Visita Periódica Solania, Contiguo a la Iglesia Católica de Solania, Tilarán, Guanacaste.","10.30.173.0","24","192.168.7.204","30","","","","17301926"
"GUANACASTE, ZARAGOZA, A UN COSTADO DE LA ESCUELA","10.30.177.0","24","192.168.7.212","30","","","","17312496"
"PVP PIEDRAS AZULES 150 ESTE DE LA ESCUELA EN PIEDRAS AZULES, GUANACASTE LA CRUZ, SANTA CECILIA","10.30.178.0","24","192.168.7.216","30","","","","17312306"
"PVP EL JOBO, DIAGONAL AL PUESTO DE POLOCIA DSC LATITUD:    11,016318  DSC LONGITUD: -85,724928","10.30.179.0","24","192.168.7.220","30","","","","17312305"
"PVP SAN GABRIEL Alajuela, Upala, Yolillal, San Gabriel, frente a la intersección ruta a San Jorge","10.130.185.0","24","192.168.7.228","30","","","","17350464"
"PUESTO DE VISITA PERIODICA PUERTO CARRILLO, GUANACASTE","10.30.144.0","24","192.168.7.32","30","","","","17301101"
"Brasilito de Cabo Velas, Santa Cruz Guanacaste, contiguo a banco de transformadores de Coopeguanacaste R.L","10.30.138.0","24","192.168.7.4","30","","","","17300272"
"PUESTO DE VISITA PERIODICA PORTEGOLPE GUANACASTE","10.30.148.0","24","192.168.7.48","30","","","","17301228"
"PUESTO DE VISITA PERIODICA MONTENEGRO GUANACASTE","10.30.151.0","24","192.168.7.60","30","","","","17301156"
"Nuevas instalaciones del AS Upala, costado oeste de MaxiPalí, Upala
CONTACTO EN SITIO Heiner Enrique Morales Ruth / Ing. Wendy Ariana Valle Molina TEL 2480-0000 Ext. 1370","10.30.153.0","24","192.168.7.68","30","","","","17300847"
"Guanacaste, cant¿n Nicoya  distrito Nicoya , 50 metros sur de la plaza de deportes de Santa Ana. PVP de Santa Ana de Nicoya","10.30.154.0","24","192.168.7.72","30","","","","17301015"
"5-PVP El Dos: Contiguo a la plaza de futbol del Dos de Abangares, distrito La Sierra","10.30.157.0","24","192.168.7.84","30","","","","17313691"
"ABANGARES,PVP Campos de Oro: 200 metros sur del salón comunal, distrito La Sierra ","10.30.158.0","24","192.168.7.88","30","","","","17300163"
"PVP OSTIONAL, GUANACASTE, SANTA CRUZ, CUAJINIQUIL, CONTIGUO A LA ESCUELA DE OSTIONAL","10.30.159.0","24","192.168.7.96","30","","","","17300819"
"De la iglesia católica 800 mts al oeste frente a iglesia de los testigos de Jehová, Provincia de Alajuela, San Rafael. contacto en sitio jose suarez soto o roy alvarado sanchez ","10.159.1.0","24","192.168.70.0","30","","","","17350159"
"Contiguo a la Escuela La Palma, Tilarán, Guanacaste. PVP LA PALMA","10.30.193.0","24","192.168.8.16","30","","","","17350347"
"Costado Norte de la plaza de Los Angeles de Tilarán, Guanacaste. PVP LOS ANGELES","10.30.194.0","24","192.168.8.20","30","","","","17350317"
"PUNTARENAS QUEPOS HATILLOP EN EL PUESTO DE VISITA DE HATILLO","10.30.197.0","24","192.168.8.32","30","","","","17350337"
"PUNTARENAS QUEPOS SILENCIO EN EL PUESTO DE VISITA DEL SILENCIO","10.30.198.0","24","192.168.8.36","30","","","","17350392"
"LIMON VALLE LA ESTRELLA, AREA DE SALUD VALLE LA ESTRELLA, LIMON COSTADO OESTE DE LA CRUZ ROJA","10.50.100.0","24","192.168.9.192","30","","","","17312579"
"EN EL EBAIS DE TAYUTIC DE TURRIALBA. CONTIGUO AL CEN CINAI.","10.42.145.0","24","196.168.46.120","30","","","","17302498"
"OFICINAS CENTRALES C.C.S.S. AVEN. 2 Y 4 CALLE 5 Y 7 EDIFICIO ANEXO PISO 8","200.91.65.216","30","200.91.79.32","27","","","","17383880"
"LLORENTE TIBAS EN CODISA","201 192 241 120","29","201.192.248.28","30","","","","17338081"
"Oficinas Centrales CCSS","201 193 188 112","29","201.195.229.44","30","","","","17350186"
